order_date,year,month,day,shop_id,customer_id,product_category,revenue_before_discount,discount,discount_currency_new
2022-03-12,2022,3,12,12345678910,233819co2o1o8321g9i04d08ic727602,Outdoor Heating,117.64,0.0,EUR
2022-03-12,2022,3,12,12345678910,8i8d1do7g3di5i1boioddi4i3338d339,Gazebos & Awnings,588.23,0.0,EUR
2022-03-12,2022,3,12,12345678910,1879o5cb780i578bdd13b44150o4d0c9,Outdoor Heating,21.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,9obd7416g04go7cc4ioc3i58o856d22c,Outdoor Heating,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,bb2o6gbi7c2d54b375d80o966c4i35d6,Garden Furniture,67.22,0.0,EUR
2022-03-12,2022,3,12,12345678910,o2o7883db82d9ocbo58c1bd0ioo0do08,Garden Furniture,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,593od7c0oc26o40obg04304051cbbo2o,Garden Furniture,403.35,0.0,EUR
2022-03-12,2022,3,12,12345678910,69ddg74444g843g88i3d3gb68oo8320o,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,7417i7i39cb85bbi305d96367i8b7271,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,4759co64oo2632544866866g13074851,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,c5cgdio31i03b325ico89137ddg99d46,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,i81dcoco29g6gc97gi28ood8g4b74b3c,Garden Furniture,176.46,0.0,EUR
2022-03-12,2022,3,12,12345678910,b45db11g021b65c43362b8bd6dd76ci8,Garden Furniture,168.06,0.0,EUR
2022-03-12,2022,3,12,12345678910,8i5cgbbd02gb47078db0i8ccb0ddd321,Outdoor Heating,235.29,-12.61,EUR
2022-03-12,2022,3,12,12345678910,0b1128445b2goi25360d8099i9c35524,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,9959b27o5000oi016bb03iob773i7gdb,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,g92786209973oig0d72g7bi35og37dd9,Gazebos & Awnings,613.44,0.0,EUR
2022-03-12,2022,3,12,12345678910,5122d8c8006o7815467i954i32869365,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,83701d26bg6cd49do8c76778318615dg,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,785d34o03ig9d896396co91236b9d254,Outdoor Heating,75.62,0.0,EUR
2022-03-12,2022,3,12,12345678910,89b1b6464d5g9gg8i7090oi643b9c54o,Garden Furniture,100.83,0.0,EUR
2022-03-12,2022,3,12,12345678910,06c7587630833occ3c1b68bg78b365i7,Outdoor Heating,151.25,0.0,EUR
2022-03-12,2022,3,12,12345678910,d89114288376014g9cb9694i2dogd1ig,Gazebos & Awnings,588.23,0.0,EUR
2022-03-12,2022,3,12,12345678910,24i7gd57b814b57806o8g29do877928c,Gardening,79.82,0.0,EUR
2022-03-12,2022,3,12,12345678910,771584901c27320g93o793g94589o304,Outdoor Heating,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,b18b595d1b381g6g3029688c5i4315o6,Garden Furniture,352.93,0.0,EUR
2022-03-12,2022,3,12,12345678910,93879i7059o8310o62o00678cc26133i,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,gb48i8g62db791c2303747c6b582c2i7,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,b5b23b6c5c9d945830bbc640ig157032,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,083dg985934dccd8cg701g7gb5o5dioo,Garden Furniture,134.45,0.0,EUR
2022-03-12,2022,3,12,12345678910,0b5809183g5c2g66ccb30c27b6562bb5,Garden Furniture,168.06,0.0,EUR
2022-03-12,2022,3,12,12345678910,0ddd7coco12c24b5c26954844960d496,Garden Furniture,130.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,97c3b5c9c9c78222g46cg383803bi268,Living,23.52,0.0,EUR
2022-03-12,2022,3,12,12345678910,95c7c6602126345cd8548cgd9o25o756,Outdoor Heating,134.45,0.0,EUR
2022-03-12,2022,3,12,12345678910,7d135b70od0ci1bo76d34875oo8o09og,Gardening,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,3cb5134d0006447c88gd3b50i9g4461g,Gardening,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,944g0993g4g05102ggib9cii4b85c5ci,Gardening,193.27,-12.61,EUR
2022-03-12,2022,3,12,12345678910,4o249469o316b142b59249ooi4c32908,Gardening,109.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,10c82idg38028d6obiidcg3c44367249,Garden Fountains,109.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,0oc83gb782090dg3i4o1o68g22dbb49g,Garden Furniture,176.38,0.0,EUR
2022-03-12,2022,3,12,12345678910,g82522i74423b19562610501dc13cd96,Outdoor Heating,159.66,0.0,EUR
2022-03-12,2022,3,12,12345678910,gc5d03c9g4o7c4cc7ig47o21ocg8334o,Living,16.8,0.0,EUR
2022-03-12,2022,3,12,12345678910,cbcb7c6608713i09888171gb2do50b2o,Gardening,84.03,0.0,EUR
2022-03-12,2022,3,12,12345678910,d5191bg13o7o2016132c4gcbd3g775gb,Gazebos & Awnings,630.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,48098664ib9480i9obg7db8432cb4197,Gardening,302.5,-8.4,EUR
2022-03-12,2022,3,12,12345678910,i1887934c821gbc4o377go5i4g586i3g,Outdoor Heating,84.03,0.0,EUR
2022-03-12,2022,3,12,12345678910,cog8bd97dbb9d12o895415idd0c44174,Garden Furniture,58.82,0.0,EUR
2022-03-12,2022,3,12,12345678910,8di83376b108bo198dd640i22i13o5o2,Gazebos & Awnings,252.09,0.0,EUR
2022-03-12,2022,3,12,12345678910,3877c17cg3974d49876o869126gb4c11,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,8g710i1c55046d5g3ii233bc98i7gbgg,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,ob41d186i5320o8g7i5gi9gb93c68c47,Outdoor Heating,21.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,96g2215d2c4c56d832gdd210gi3397cb,Outdoor Heating,462.18,0.0,EUR
2022-03-12,2022,3,12,12345678910,803o57d31gob3c6g690gg65doo3dc593,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,c5d3o9oi7018bo600bc64c2138035o05,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,d552c226b543388b56oog47d7g2b2idg,Outdoor Heating,134.45,0.0,EUR
2022-03-12,2022,3,12,12345678910,3i7o4d7801i8c5d2ib569b173o97cdi8,Gardening,226.88,0.0,EUR
2022-03-12,2022,3,12,12345678910,3o3o3251g0346b274dc68bd6084ob105,Gardening,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,871g1c62oogo86cc4549751339g116ic,Gardening,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,o7198609d06507i11309g9915bid7d2i,Garden Furniture,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,3b8866cd70gbgd02d4i90c89i4c8c29o,Outdoor Heating,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,5og2ic5c3gi1b91dd14d7i68bd366507,Gazebos & Awnings,134.27,-12.61,EUR
2022-03-12,2022,3,12,12345678910,b6632016gc7oc369o531ib39c6037429,Garden Furniture,100.83,0.0,EUR
2022-03-12,2022,3,12,12345678910,60g4o49b44odg7807c8043241463b091,Outdoor Heating,106.63,0.0,EUR
2022-03-12,2022,3,12,12345678910,89c203591o34g02466c47g43471c2bi8,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,54004ig3g570d9425ib5719765642177,Garden Furniture,224.28,0.0,EUR
2022-03-12,2022,3,12,12345678910,5752g8giid9dc680803ii818co9d59d6,Garden Accessories,18.48,0.0,EUR
2022-03-12,2022,3,12,12345678910,c5010602o655o18d5337obii6d28477d,Outdoor Heating,100.83,0.0,EUR
2022-03-12,2022,3,12,12345678910,705d99576gi1oi098ic9c69448g7b58c,Outdoor Heating,134.45,-12.61,EUR
2022-03-12,2022,3,12,12345678910,521cbo2iooc12408d47i99gii5343ii6,Gazebos & Awnings,352.93,0.0,EUR
2022-03-12,2022,3,12,12345678910,00bo65c93b24c3c1o0385dd9b5832o54,Outdoor Heating,126.04,0.0,EUR
2022-03-12,2022,3,12,12345678910,d4gcc077849g9332b21o9obd9i6b79id,Outdoor Heating,106.63,0.0,EUR
2022-03-12,2022,3,12,12345678910,5gg6229d1ci01dicbo6o824gi8645d82,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,i000i7igddco528400b5ddoo9b1g9278,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,815d570gb5832g68bii0574714713429,Outdoor Heating,168.06,0.0,EUR
2022-03-12,2022,3,12,12345678910,5c124i740789i06d1710823i23853g60,Garden Furniture,264.7,-12.61,EUR
2022-03-12,2022,3,12,12345678910,78889o6cb015dc43cgo608i1idg9i406,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,0993d2255bbo4i776c29b3o2038oo100,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,9745660ib2c56b2o84847g6o3g7obg3c,Outdoor Heating,109.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,80677912o8280917o3d4c65bb5o76117,Outdoor Heating,243.69,-12.61,EUR
2022-03-12,2022,3,12,12345678910,gb7g9c6d0b0dbb7ibicc325icci20516,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,ooc31b97029ocb9190050id2574661co,Outdoor Heating,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,b78b42i101392i9go7d763d7igb305o2,Pool Equipment,176.46,-12.61,EUR
2022-03-12,2022,3,12,12345678910,o5873b6o5go0g53i200b205389b95099,Outdoor Heating,109.24,0.0,EUR
2022-03-12,2022,3,12,12345678910,dib6idi43g6i5b2g7o790333cc5id13b,Garden Furniture,131.84,0.0,EUR
2022-03-12,2022,3,12,12345678915,55427c410b052064bi557c65935c7b6b,Garden Decoration,70.02,0.0,LKR
2022-03-12,2022,3,12,12345678915,db08118b7gcd9db1i93g3cb33ig0d5b8,Lighting,60.02,0.0,LKR
2022-03-12,2022,3,12,12345678915,015o4d3c7555d586o9462cg9c6371881,Outdoor Heating,200.1,0.0,LKR
2022-03-12,2022,3,12,12345678915,0693i72d5194352o4i9b6d2c8dcd0770,Gazebos & Awnings,350.17,0.0,LKR
2022-03-12,2022,3,12,12345678915,8859b483o8312303c7c205bi67c09196,Garden Fountains,120.05,0.0,LKR
2022-03-12,2022,3,12,12345678915,96g3356bbi5i986i57037c10b7784ocd,Garden Fountains,150.07,0.0,LKR
2022-03-12,2022,3,12,12345678915,5d1338653g71gb32d450c9c20dd7i5oo,Outdoor Heating,300.13,0.0,LKR
2022-03-12,2022,3,12,12345678915,5i3i0g7c426dio7g59i44919222d690o,Outdoor Heating,200.1,-15.01,LKR
2022-03-12,2022,3,12,12345678913,2db85015c4o4c9c4d75478go5i624ico,Garden Furniture,409.83,0.0,EUR
2022-03-12,2022,3,12,12345678913,45d9005187239c2g21cd182g6d11dbc6,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678913,8638igg27d4496bo6b90085d9od54640,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678913,ib9005124cb7c5c9b5752387d12b7bg7,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678913,b7746b52b0o5gb65g4c08876g55646d8,Garden Furniture,598.35,0.0,EUR
2022-03-12,2022,3,12,12345678913,4196bid75g875go85355816bb1c99c99,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678913,d543i794ci6982o99c9866d2060g7470,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,7c020516og2bc07d272i047720og6c20,Gazebos & Awnings,583.32,-12.5,EUR
2022-03-12,2022,3,12,12345678912,85596365gccci1g874024d6ci581250g,Outdoor Heating,166.66,0.0,EUR
2022-03-12,2022,3,12,12345678912,gd67g85207b6o8bdo6di3c045c1ic802,Gazebos & Awnings,608.32,0.0,EUR
2022-03-12,2022,3,12,12345678912,0c00c18db4db69gg4o3oogc6208boi0i,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,72g58d9606i6596064934o72c9gcc97b,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,0o35b4662c79g88b9d7d99o9g6g62dd9,Garden Furniture,399.99,0.0,EUR
2022-03-12,2022,3,12,12345678912,d5843id7i7ii5b0g45i40ggg2g870i6d,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,0364g66d423b9dco2546b59g99b8bbgd,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,496bdg45d6372oo95g4ib3i956457g41,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678914,32o87occ6736i25d6oo3924oio3g4d61,Outdoor Heating,121.64,0.0,EUR
2022-03-12,2022,3,12,12345678914,06og6424o48c1820o5677g304dc90io5,Outdoor Heating,90.84,0.0,EUR
2022-03-12,2022,3,12,12345678911,ig3g2c9i5g66i81d393c58808i76g774,Gazebos & Awnings,222.2,0.0,LKR
2022-03-12,2022,3,12,12345678911,96d7622cb5gc3gd6c8i0gi5317go65g9,Gazebos & Awnings,111.1,-4444.0,LKR
2022-03-12,2022,3,12,12345678910,6idb3123cgo8d17cbdidio2d03o97dg7,Outdoor Heating,134.45,0.0,EUR
2022-03-12,2022,3,12,12345678910,6c74i0igggbg078cbgog803o40o19dio,Lighting,62.09,0.0,EUR
2022-03-12,2022,3,12,12345678910,14ibgg5964769b78b17b4g8dc0o49cb1,Garden Fountains,63.02,0.0,EUR
2022-03-12,2022,3,12,12345678912,obi00b42576i6cici9oo1c4i6o70c51g,Outdoor Heating,133.32,0.0,EUR
2022-03-12,2022,3,12,12345678910,7o74c73052535087b77944205317i477,Gazebos & Awnings,252.09,0.0,EUR
2022-03-12,2022,3,12,12345678910,2o17co2g1bdg5470545bi680od5b1050,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,c4068i9c000oibi8g8c538id6o3cbd11,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,7bd22519b6gbcic699c18gb183o21bgd,Gazebos & Awnings,840.33,0.0,EUR
2022-03-12,2022,3,12,12345678910,1g62gg16581990d5idob572316c7b467,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,b3odo33933c68ib305ob3065716c2d7c,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,c4bgib12gi302325bdc1047g91i0i41b,Gazebos & Awnings,840.33,0.0,EUR
2022-03-12,2022,3,12,12345678910,50872142279872b449b9g155c1dg88id,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,ic408i2o084db5g0g4dodcc0i8i14b34,Gazebos & Awnings,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678912,73ogdi44i5211i6c987i744obo411032,Gazebos & Awnings,54.16,0.0,EUR
2022-03-12,2022,3,12,12345678910,16c9ci98c0090o65o756b8d786ig72o0,Garden Furniture,302.5,0.0,EUR
2022-03-12,2022,3,12,12345678910,d25o5gbob83b40c80i26515d1do519o4,Outdoor Heating,420.15,0.0,EUR
2022-03-12,2022,3,12,12345678910,9g68370c3oibio1594bi9126c818b81o,Gazebos & Awnings,588.23,0.0,EUR
2022-03-12,2022,3,12,12345678910,5c239o0991727d78253o927d411oic22,Outdoor Heating,75.62,0.0,EUR
2022-03-12,2022,3,12,12345678910,820id7191ib79893c42c9icc10758062,Garden Furniture,436.97,0.0,EUR
2022-03-12,2022,3,12,12345678910,bi9085id594dcbb7c0oi8g94ciigg76i,Garden Decoration,54.61,0.0,EUR
2022-03-12,2022,3,12,12345678910,8dobcggi8g3d5469343d98cib1id781c,Outdoor Heating,89.82,0.0,EUR
2022-03-12,2022,3,12,12345678910,49523dc79od8659d2ib5935o955ii512,Outdoor Heating,75.62,0.0,EUR
2022-03-12,2022,3,12,12345678910,5ibg1ic04346335ib940d934gdi1067b,Garden Furniture,361.34,-12.61,EUR
2022-03-12,2022,3,12,12345678910,81idd476d8c743dd5g097c2doc4o36go,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,5g5959b4ib6d400gc4o7818d1d305454,Garden Furniture,0.0,0.0,EUR
2022-03-12,2022,3,12,12345678910,7i90i09d63o1534923bbg57bo15cg029,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678914,45icbo2cb04do720i9430bd596cb1d93,Gardening,466.33,0.0,EUR
2022-02-23,2022,2,23,12345678913,343534c3940o963ib43d9o981509d747,Garden Fountains,147.53,0.0,EUR
2022-02-23,2022,2,23,12345678910,d9315695c2g177d4i597ob0b984i11ic,Living,17.64,0.0,EUR
2022-02-23,2022,2,23,12345678910,3701d5127io5859o8361b446980ii8bg,Gazebos & Awnings,546.21,0.0,EUR
2022-02-23,2022,2,23,12345678910,35c67213832id8bci8g5251o9d47o112,Gazebos & Awnings,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,878i6i0838c2occ351ob5od7od3o0ggg,Gazebos & Awnings,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,371843b4bbb41590i28i2888c7251bb9,Gazebos & Awnings,504.19,-12.61,EUR
2022-02-23,2022,2,23,12345678910,81g1b0680088g00755g089703d848387,Gazebos & Awnings,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,66o0717gob9bd42d565bd14i35062cd5,Gazebos & Awnings,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,g1bb9b68539cd42247d691154d35011o,Wildlife,16.8,0.0,EUR
2022-02-23,2022,2,23,12345678910,d26io1dg71d1742b68235657gg7321g1,Garden Decoration,115.03,0.0,EUR
2022-02-23,2022,2,23,12345678910,cog8bd97dbb9d12o895415idd0c44174,Gazebos & Awnings,546.21,0.0,EUR
2022-02-23,2022,2,23,12345678910,b6815b477gbgi29i6o7do31i896569b4,Garden Furniture,130.24,0.0,EUR
2022-02-23,2022,2,23,12345678910,o6030471785bi82950i850d681d07gd5,Outdoor Heating,126.04,0.0,EUR
2022-02-23,2022,2,23,12345678910,33d2004095cco6o83c32i2cb09bobggd,Indoor Heating,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,4519g13bdigg134o608i5d8g361c3c51,Indoor Heating,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,37707gcoc41578i0cci933511g4id7gd,Wildlife,28.55,0.0,EUR
2022-02-23,2022,2,23,12345678910,id484b9c2o0524c58c3o7obo1g2i2363,Wildlife,31.92,0.0,EUR
2022-02-23,2022,2,23,12345678910,dg2g94c05528g1ob871880d8632459i2,Wildlife,16.8,0.0,EUR
2022-02-23,2022,2,23,12345678912,g480di07b3175d46979c8g3bb2g874i2,Outdoor Heating,116.66,0.0,EUR
2022-02-23,2022,2,23,12345678910,i7g9580b308666ocigc1cg16d4gb9bc7,Garden Furniture,403.35,-12.61,EUR
2022-02-23,2022,2,23,12345678910,7796o4906b58co4gic904ic41i6b8951,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,d0og0c143712ocg4707o6i831i6gg79d,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,489dg24245bi28d60g6iob8b9834d6g4,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678912,d2b2d26dd868iggib46575gd7b9b31o3,Garden Furniture,154.97,0.0,EUR
2022-02-23,2022,2,23,12345678910,08gdb4io4dcd6gd9dic212d1056491b6,Garden Furniture,214.19,0.0,EUR
2022-02-23,2022,2,23,12345678915,7604go37i08dcood4828bo41i08bi5ci,Gardening,209.08,0.0,LKR
2022-02-23,2022,2,23,12345678910,dc15dcci99g5019130i33bd91cb07534,Garden Furniture,134.45,-12.61,EUR
2022-02-23,2022,2,23,12345678910,78c8do7o28d69og13685542ggo26ib94,Wildlife,35.27,0.0,EUR
2022-02-23,2022,2,23,12345678911,5188267030603dc412o1d0dg485cg9oo,Outdoor Heating,171.0,0.0,LKR
2022-02-23,2022,2,23,12345678910,b13727ci33d5104dcbd3d3491373i205,Garden Furniture,38.56,0.0,EUR
2022-02-23,2022,2,23,12345678910,b94bdbd0105942d4o2c42d5gb4cg7c09,Garden Fountains,147.05,0.0,EUR
2022-02-23,2022,2,23,12345678912,o7g6gb5d7gd06d228848c3i26d0gd2b5,Gardening,48.32,0.0,EUR
2022-02-23,2022,2,23,12345678910,791o6275cgd1d152iog9b9cbig034038,Garden Fountains,126.04,0.0,EUR
2022-02-23,2022,2,23,12345678911,9738o58379b79i7iico232g8d4335416,Wildlife,15.25,-610.0,LKR
2022-02-23,2022,2,23,12345678910,bd3084g79i32d7g45igd0c17585igoic,Irrigation,50.41,0.0,EUR
2022-02-23,2022,2,23,12345678910,80i60284856c53o3c478b28g3cb0o58o,Gazebos & Awnings,546.21,0.0,EUR
2022-02-23,2022,2,23,12345678911,461db17id6cc99i7c33d5g6g7042c687,Garden Furniture,102.65,0.0,LKR
2022-02-23,2022,2,23,12345678910,01b0oc16db31oo2d294gd0c8db7d7oci,Garden Furniture,773.1,0.0,EUR
2022-02-23,2022,2,23,12345678910,70244cdd183g54oi6bic7i1o2ii17o8c,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,3936og25726077di370digddb740871c,Garden Furniture,0.0,0.0,EUR
2022-02-23,2022,2,23,12345678910,54o79g34i88i3i66g832b7cdgggccd92,Outdoor Heating,89.82,0.0,EUR
2022-02-23,2022,2,23,12345678910,i7cdd441c2dg05569d38g40i40i2g7oc,Living,20.16,0.0,EUR
2022-02-23,2022,2,23,12345678910,78di607oi3gi9423dgi8355ic432i520,Wildlife,27.72,0.0,EUR
2022-02-23,2022,2,23,12345678910,giic938c0996g3674d1i04boc45551bb,Garden Furniture,109.24,0.0,EUR
2022-02-23,2022,2,23,12345678910,5b6087d03c4i66g3b3d6b46i8cggc575,Garden Furniture,201.67,0.0,EUR
2022-02-23,2022,2,23,12345678913,b47b4d5c8g7cco543bi7g0gi090d0860,Garden Furniture,696.71,0.0,EUR
2022-02-23,2022,2,23,12345678913,754g7oco79i313d634o86ic8og91500d,Garden Furniture,45.07,0.0,EUR
2022-02-23,2022,2,23,12345678913,02id69gi3d4832673ibo23127c6b2c67,Garden Furniture,65.57,0.0,EUR
2022-02-23,2022,2,23,12345678913,gc652bo04c16i823029g2god2g88bc62,Garden Furniture,0.0,0.0,EUR
